Registration Date,Participant Constituent ID,Participant Donor Status,Is Prior Participant,Is Team Captain,Team ID,Participation Type Name,Participant Gender,Age,Address  -  Participant ZIP/Postal Code,Please choose the closest affiliation you have ...,Facebook Fundraiser ID,Self Donor,Total of All Confirmed Gifts($),All Confirmed Gifts,Total From Participant($),Unique Donors,Recruited Participants Count,Emails Sent,Discount Code Used             
10/17/19,1159719,Donor,N/A,FALSE,4998,Run/Walk Registration,Female,53,90069-3607,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1069066,Donor,N/A,FALSE,,Run/Walk Registration,Male,57,78640-6130,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159726,Donor,N/A,FALSE,4878,Run/Walk Youth (11 & Under),Female,17,90049-2709,I have lost someone to cancer,,TRUE,$56.00,1,$56.00,1,0,0,
10/17/19,1180701,Donor,Yes,FALSE,4940,Run/Walk Registration,Male,45,90404-5013,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1180704,Unknown,Yes,FALSE,4940,Run/Walk Youth (11 & Under),Female,12,90404-5013,Other,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1180705,Unknown,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Female,8,90404-5013,Other,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1159732,Donor,N/A,FALSE,5099,Run/Walk Registration,Male,19,90272-4220,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159734,Donor,N/A,FALSE,,Run/Walk Registration,Female,49,90016-5105,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1086579,Donor,N/A,FALSE,4896,Run/Walk Registration,Female,78,90049-2820,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1195478,Donor,N/A,FALSE,5069,Run/Walk Registration,Female,47,90210-3806,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1066454,Donor,N/A,FALSE,,Run/Walk Registration,Male,56,90024-5720,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1218355,Donor,Yes,FALSE,5020,Run/Walk Registration,Female,36,91761-5910,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1073497,Donor,N/A,TRUE,5100,Run/Walk Registration,Male,78,90049-1432,I lost a loved one to pancreatic cancer,,TRUE,$500.00,1,$500.00,1,0,0,
10/17/19,1171941,Donor,Yes,FALSE,,Run/Walk Registration,Female,66,93001-3101,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1246146,Unknown,Yes,FALSE,5018,Run/Walk Registration,Male,32,92553-1524,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159739,Donor,N/A,FALSE,4878,Run/Walk Registration,Male,56,91017-0781,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159740,Unknown,N/A,FALSE,4896,Run/Walk Registration,Female,33,90025-5531,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1118159,Donor,Yes,FALSE,4896,Run/Walk Registration,Male,33,90025-5531,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1067242,Donor,Yes,FALSE,,Run/Walk Registration,Female,66,91302-2105,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1141998,Donor,Yes,FALSE,,Run/Walk Registration,Male,52,89101-2952,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159742,Donor,N/A,FALSE,4818,Run/Walk Registration,Female,55,91364-4103,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1182611,Donor,Yes,FALSE,4841,Run/Walk Registration,Female,50,91755-4120,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1247366,Unknown,N/A,FALSE,4841,Run/Walk Registration,Female,27,91755-4120,Other,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1063506,Donor,Yes,FALSE,5080,Run/Walk Registration,Female,77,91436-4428,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1056092,Unknown,Yes,FALSE,5080,Run/Walk Registration,Male,77,90025-6538,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1016640,Donor,Yes,FALSE,,Run/Walk Registration,Female,84,90094-3040,Other,,FALSE,$50.00,1,$0.00,1,0,0,
10/17/19,1058568,Non-Donor,N/A,FALSE,,Run/Walk Registration,Male,59,94123-3324,Other,,FALSE,$50.00,1,$0.00,1,0,0,
10/17/19,1074217,Donor,Yes,TRUE,5101,Run/Walk Registration,Female,59,90049-2111,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159745,Non-Donor,N/A,FALSE,4885,Run/Walk Registration,Female,40,90303-7061,I lost a loved one to pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159746,Non-Donor,N/A,FALSE,4885,Run/Walk Registration,Female,72,90044-3446,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1130937,Donor,Yes,FALSE,5027,Run/Walk Registration,Male,43,90068-1834,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159749,Non-Donor,N/A,FALSE,5100,Run/Walk Registration,Female,38,90034-5638,I am a running enthusiast,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159426,Donor,N/A,FALSE,,Run/Walk Registration,Male,22,90011-1364,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159748,Non-Donor,N/A,FALSE,5100,Run/Walk Registration,Female,26,85260-4102,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1181505,Donor,Yes,FALSE,5018,Run/Walk Registration,Female,22,90640-3715,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1060559,Donor,Yes,TRUE,5102,Run/Walk Registration,Female,35,91601-3384,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159752,Donor,N/A,FALSE,4849,Run/Walk Registration,Female,54,90048-2542,I have lost someone to cancer,,TRUE,$56.00,1,$56.00,1,0,0,TRUE
10/17/19,1013004,Donor,Yes,FALSE,5080,Run/Walk Registration - early bird,Male,47,91302-6118,I lost a loved one to pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,
10/17/19,1219563,Donor,Yes,FALSE,5080,Run/Walk Registration - early bird,Female,79,,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159757,Unknown,N/A,FALSE,5100,Run/Walk Registration,Female,35,80401-9202,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159755,Non-Donor,N/A,FALSE,5100,Run/Walk Registration,Male,35,80401-9202,I am a member of the medical community,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1062761,Donor,N/A,FALSE,4992,Run/Walk Registration,Female,36,90292-4947,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1245441,Unknown,Yes,FALSE,4871,Run/Walk Youth (11 & Under),Male,12,90277-2242,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1245443,Unknown,Yes,FALSE,4871,Run/Walk Youth (11 & Under),Male,9,90277-2242,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1141758,Non-Donor,Yes,FALSE,,Run/Walk Registration - early bird,Male,15,,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,
10/17/19,1219841,Unknown,Yes,FALSE,5097,Run/Walk Registration,Female,27,91360-6107,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1141762,Non-Donor,Yes,FALSE,,Run/Walk Registration - early bird,Female,19,,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,
10/17/19,1141755,Non-Donor,Yes,FALSE,,Run/Walk Registration - early bird,Female,16,,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,
10/17/19,1159764,Non-Donor,N/A,FALSE,5100,Run/Walk Registration,Male,34,90034-5650,Other,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1063974,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,51,90046-1711,I have lost someone to cancer,,TRUE,$50.00,1,$50.00,1,0,0,
10/17/19,1074218,Indirect Donor,Yes,FALSE,5101,Run/Walk Registration,Male,56,90049-2111,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1140673,Donor,Yes,FALSE,5101,Run/Walk Registration,Male,24,90049-2111,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1089609,Donor,Yes,FALSE,5101,Run/Walk Registration,Female,27,90077-3201,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1107448,Donor,Yes,FALSE,4779,Run/Walk Registration,Male,70,92651-1245,I lost a loved one to pancreatic cancer,,TRUE,$500.00,1,$500.00,1,0,0,
10/17/19,1144816,Indirect Donor,N/A,FALSE,,Run/Walk Registration,Female,46,90405-4029,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1182705,Donor,N/A,FALSE,,Run/Walk Registration,Female,54,90403-2841,,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1115609,Donor,Yes,FALSE,,Run/Walk Registration,Male,39,90066-4475,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1141422,Donor,Yes,FALSE,,Run/Walk Registration,Female,56,90066-4425,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1106587,Donor,N/A,FALSE,5094,Run/Walk Registration,Female,25,90248-4135,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159779,Donor,N/A,FALSE,5055,Run/Walk Registration,Male,19,90601-2333,I lost a loved one to pancreatic cancer,,TRUE,$25.00,1,$0.00,2,0,9,
10/17/19,1159789,Donor,N/A,FALSE,,Run/Walk Registration,Male,15,90049-1329,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1084766,Donor,N/A,FALSE,4883,Run/Walk Registration,Female,30,91214-1740,User Provided No Response,,TRUE,$5.00,1,$5.00,1,0,0,
10/17/19,1159792,Donor,N/A,FALSE,,Run/Walk Registration,Female,34,91504-3912,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159795,Non-Donor,N/A,FALSE,,Run/Walk Registration - early bird,Female,43,90602-3304,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,
10/17/19,1078868,Donor,Yes,FALSE,5020,Run/Walk Registration,Male,46,92880-3118,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159801,Donor,N/A,FALSE,5082,Run/Walk Registration,Female,52,90403-2502,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159803,Unknown,N/A,FALSE,5082,Run/Walk Registration,Female,21,90403-2502,User Provided No Response,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1159807,Donor,N/A,FALSE,5034,Run/Walk Registration,Male,69,90211-2907,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1215353,Unknown,N/A,FALSE,,Run/Walk Youth (11 & Under),Male,9,91387-1812,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159809,Donor,N/A,FALSE,,Run/Walk Registration,Male,45,91387-1812,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1215351,Unknown,N/A,FALSE,,Run/Walk Registration,Female,39,91387-1812,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159816,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,57,91344-3121,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159820,Donor,N/A,FALSE,5093,Run/Walk Registration,Male,26,90033-2102,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1248888,Donor,N/A,FALSE,5020,Run/Walk Registration,Female,30,92509-3231,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159804,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,16,91436-3227,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159821,Donor,N/A,FALSE,5087,Run/Walk Registration,Female,17,91326,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1011458,Donor,N/A,FALSE,4830,Run/Walk Registration,Female,66,90066-2908,I lost a loved one to pancreatic cancer,,TRUE,$50.00,1,$0.00,2,0,0,
10/17/19,1126400,Donor,N/A,FALSE,,Run/Walk Youth (11 & Under),Male,12,90025-2181,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1159826,Donor,N/A,FALSE,,Run/Walk Registration,Female,21,90064-3714,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/17/19,1053356,Donor,Yes,TRUE,5104,Run/Walk Registration,Female,56,90064-4829,I lost a loved one to pancreatic cancer,,TRUE,$22.00,1,$22.00,1,1,16,TRUE
10/17/19,1159828,Non-Donor,N/A,FALSE,,Run/Walk Registration,Male,40,90049-6467,I have a family member with pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1037522,Unknown,Yes,FALSE,5104,Run/Walk Registration,Female,85,92660-4293,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1159829,Non-Donor,N/A,FALSE,,Run/Walk Registration,Female,38,90049-6467,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/17/19,1159830,Donor,N/A,FALSE,,Run/Walk Registration,Female,36,90048-1963,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159831,Unknown,N/A,FALSE,,Run/Walk Registration,Male,37,90058,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1159832,Donor,N/A,FALSE,,Run/Walk Youth (11 & Under),Male,15,90049-1329,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/17/19,1159833,Donor,Yes,FALSE,4878,Run/Walk Registration,Male,66,92882-7995,I lost a loved one to pancreatic cancer,,TRUE,$200.00,1,$200.00,1,0,0,
10/17/19,1159834,Unknown,N/A,FALSE,4878,Run/Walk Registration,Male,31,92882-7995,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
10/17/19,1173989,Donor,Yes,FALSE,5050,Run/Walk Registration,Male,73,90230-5339,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159900,Indirect Donor,N/A,FALSE,4818,Run/Walk Youth (11 & Under),Female,11,91604-2705,,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159902,Indirect Donor,N/A,FALSE,4818,Run/Walk Youth (11 & Under),Female,8,91604-2705,,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159906,Donor,N/A,FALSE,4818,Run/Walk Youth (11 & Under),Female,11,91506-1021,Other,,TRUE,$80.00,1,$80.00,1,0,0,
10/18/19,1159905,Indirect Donor,N/A,FALSE,4818,Run/Walk Youth (11 & Under),Male,14,91401-6161,,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159903,Indirect Donor,N/A,FALSE,4818,Run/Walk Youth (11 & Under),Female,11,91401-6161,,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1106318,Unknown,Yes,FALSE,5094,Run/Walk Registration,Female,63,90248-4135,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1106586,Donor,Yes,FALSE,5094,Run/Walk Registration,Male,62,90248-4135,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1129317,Donor,N/A,FALSE,4885,Run/Walk Registration,Female,36,90277-1750,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159856,Non-Donor,N/A,FALSE,,Run/Walk Registration,Male,42,90230-5862,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1159855,Donor,N/A,FALSE,,Run/Walk Registration,Male,56,93536-2327,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159857,Unknown,N/A,FALSE,,Run/Walk Registration,Female,22,93536-2327,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1218913,Donor,Yes,FALSE,4998,Run/Walk Registration,Male,50,90069-1439,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1242160,Unknown,Yes,FALSE,4998,Run/Walk Registration,Male,17,90069-1439,Other,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1242159,Unknown,N/A,FALSE,4998,Run/Walk Youth (11 & Under),Male,15,90069-1439,Other,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1140370,Donor,Yes,FALSE,4896,Run/Walk Registration,Female,37,90230-6230,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1140601,Donor,Yes,FALSE,4896,Virtual Walker/Runner,Female,44,93065-4104,Other,,TRUE,$50.00,1,$50.00,1,0,0,
10/18/19,1159865,Donor,N/A,FALSE,,Run/Walk Registration,Male,43,90291-8718,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159854,Donor,N/A,FALSE,4819,Run/Walk Registration,Male,51,90048-3504,I have lost someone to cancer,TRUE,TRUE,$515.00,9,$0.00,10,0,0,
10/18/19,1217739,Unknown,N/A,FALSE,4819,Virtual Walker/Runner,Female,45,90048-3504,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159871,Unknown,N/A,FALSE,4819,Run/Walk Registration,Male,25,90048-3504,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159869,Unknown,N/A,FALSE,4819,Virtual Walker/Runner,Female,22,90048-3504,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1243531,Unknown,N/A,FALSE,4819,Virtual Walker/Runner,Female,11,90048-3504,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159873,Donor,N/A,FALSE,4830,Run/Walk Registration,Female,55,90505-6430,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159880,Non-Donor,N/A,FALSE,5100,Run/Walk Registration,Female,25,90024-4885,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1216601,Unknown,N/A,FALSE,5020,Run/Walk Registration,Male,19,91752-4377,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1141390,Unknown,Yes,FALSE,,Run/Walk Registration,Female,44,67211-2936,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1141386,Unknown,Yes,FALSE,,Run/Walk Registration,Female,40,67211-2936,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1140162,Donor,Yes,FALSE,5008,Run/Walk Registration,Male,68,90504-1536,I have a friend with pancreatic cancer,,TRUE,$97.00,1,$97.00,1,0,0,TRUE
10/18/19,1159892,Unknown,N/A,FALSE,5008,Run/Walk Registration,Female,63,90278-4128,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1159890,Donor,N/A,FALSE,,Run/Walk Registration,Female,48,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1091716,Unknown,N/A,FALSE,,Run/Walk Registration,Female,44,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159894,Unknown,N/A,FALSE,,Run/Walk Registration,Female,43,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159895,Unknown,N/A,FALSE,,Run/Walk Registration,Female,40,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159896,Unknown,N/A,FALSE,,Run/Walk Registration,Male,19,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1159897,Unknown,N/A,FALSE,,Run/Walk Youth (11 & Under),Male,14,90201-2704,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/18/19,1077465,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,27,90049-3108,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159909,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,30,92614-5616,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159910,Donor,N/A,FALSE,4883,Run/Walk Registration,Female,62,91214-2301,I have lost someone to cancer,,TRUE,$10.00,1,$10.00,1,0,0,TRUE
10/18/19,1028061,Donor,N/A,FALSE,4871,Run/Walk Registration,Female,49,90066-6021,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159911,Donor,N/A,FALSE,4926,Run/Walk Registration,Female,39,90049-4753,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159912,Donor,N/A,FALSE,,Run/Walk Registration,Male,58,91790-4526,I have lost someone to cancer,,TRUE,$15.00,1,$15.00,1,0,0,
10/18/19,1140925,Donor,Yes,FALSE,5018,Run/Walk Registration,Female,24,90640-3513,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159919,Donor,N/A,FALSE,4896,Virtual Walker/Runner,Male,70,90046-5706,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159163,Donor,N/A,FALSE,,Run/Walk Registration,Female,33,91331-4908,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159927,Donor,N/A,FALSE,,Run/Walk Registration,Male,44,91331-4908,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159925,Donor,N/A,FALSE,4940,Run/Walk Youth (11 & Under),Female,12,90024-6341,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159929,Donor,N/A,FALSE,5085,Run/Walk Registration,Male,25,90024,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159930,Donor,N/A,FALSE,5085,Run/Walk Registration,Male,27,90245-2639,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159931,Donor,N/A,FALSE,5085,Run/Walk Registration,Female,25,90245-2639,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159932,Donor,Yes,FALSE,5085,Run/Walk Registration,Male,44,90245-2639,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159933,Donor,N/A,FALSE,5085,Run/Walk Registration,Female,33,90245-2639,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1069192,Unknown,Yes,FALSE,4965,Run/Walk Registration,Female,49,90274-1072,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1069195,Unknown,Yes,FALSE,4965,Virtual Walker/Runner,Female,19,90274-1072,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1069201,Unknown,Yes,FALSE,4965,Run/Walk Registration,Male,15,90274-1072,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1069198,Unknown,Yes,FALSE,4965,Run/Walk Youth (11 & Under),Male,15,90274-1072,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1077554,Donor,N/A,FALSE,,Run/Walk Registration,Female,28,91401-1535,I lost a loved one to pancreatic cancer,,TRUE,$56.00,1,$56.00,1,0,0,TRUE
10/18/19,1159938,Donor,N/A,FALSE,,Run/Walk Registration,Male,28,90024-5051,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1151912,Donor,Yes,TRUE,5105,Run/Walk Registration,Female,45,90048-2403,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159944,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,47,90047-2605,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1219800,Donor,Yes,FALSE,5105,Run/Walk Registration,Male,45,90210-3526,,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159949,Donor,N/A,FALSE,,Run/Walk Registration,Male,38,90012-4423,I have a family member with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159948,Donor,N/A,FALSE,,Run/Walk Registration,Male,38,07020-1238,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1159950,Donor,N/A,FALSE,4878,Run/Walk Registration,Female,59,90745-2726,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1084215,Donor,Yes,FALSE,5102,Run/Walk Registration,Male,36,91601-3384,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159956,Donor,N/A,FALSE,,Run/Walk Registration,Female,27,91321-3041,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159957,Donor,N/A,FALSE,4903,Run/Walk Registration,Female,40,90262-4242,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/18/19,1139296,Donor,Yes,FALSE,5105,Run/Walk Registration,Female,35,90048-2403,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1159959,Unknown,N/A,FALSE,5105,Run/Walk Youth (11 & Under),Male,15,90048-2403,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1159952,Unknown,Yes,FALSE,5105,Run/Walk Youth (11 & Under),Female,14,90048-2403,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/18/19,1159960,Unknown,N/A,FALSE,5105,Run/Walk Youth (11 & Under),Female,14,90048-2403,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1159961,Unknown,N/A,FALSE,5105,Run/Walk Youth (11 & Under),Female,12,90048-2403,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/18/19,1141490,Unknown,Yes,FALSE,5105,Run/Walk Youth (11 & Under),Female,12,90048-2403,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
